lemma_id	lemma
1545	gaden
1546	melken
1547	kräfte
1548	einhenken
1549	anbauschlacht
1550	doppelte
1551	auge
1552	zugedrückt
1553	stefanstag
1554	weihnachten
1555	weihnachtsurlaub
1556	welchem
1557	weihnacht
1558	eingegeben
1559	unserer
1560	rechnung
1561	fünfundzwanzigsten
1562	dezember
1563	sollen
1564	heiligabend
1565	gespürt
1566	telefoniert
1567	i
1568	kommandanten
1569	zusammenhang
1570	berner oberland
1571	grossmutter
1572	weihnachtsferien
1573	klasse
1574	grosseltern
1575	mool
1576	angetan
1577	hat ihm
1578	nachhinmögen
1579	schlechte
1580	schützen
1581	schiessen
1582	scheiben
1583	dänk
1584	lehren
1585	strecke
1586	wo sie
1587	zusammennehmen
1588	zielen
1589	verschiessen
1590	mut
1591	fangen
1592	freitag
1593	interview
1594	hans
1595	b***
1596	person
1597	zweiundzwanzigsten
1598	juli
1599	neunzehnhundertsechsundzwanzig
1600	gemeindeweibel
1601	spittelabwart
1602	heisst
1603	gemeindehaus
1604	abwart
1605	gemeindeverwaltung
1606	unterbracht
1607	sparkassen
1608	gemeinde
1609	geldinstitut
1610	oberen
1611	stock
1612	gefängniszellen
1613	kurz
1614	betrunkene
1615	eingeliefert
1616	verfehlungen
1617	inva
1618	inhaftiert
1619	angesehene
1620	rat
1621	vertreten
1622	roten
1623	mantel
1624	weibel
1625	dreispitzhut
1626	gemeinderat
1627	begleitet
1628	neunzehnhundertneununddreissig
1629	landesausstellung
1630	neunzehnhundertsechsunddreissig
1631	bundesbriefarchive
1632	eingeweht
1633	hausfrau
1634	teilweisse
1635	zögling
1636	zuunterst
1637	nämlich
1638	ne
1639	herberg
1640	derige
1641	wanderer
1642	gratis
1643	übernachten
1644	vierteljahre
1645	morgenessen
1646	grossbezüger
1647	lebensmittel
1648	dementsprechend
1649	eingerichtet
1650	zigeuner
1651	arbeitsscheue
1652	gezogen
1653	plan
1654	station
1655	einsiedeln
1656	nächste
1657	altdorf
1658	gewandert
1659	ecke
1660	gelegenheit
1661	ausgenützt
1662	wohnwagen
1663	festen
1664	wohnsitz
1665	ausgebrochen
1666	rein
1667	lebensmittelkarte
1668	sesshaft
1669	melden
1670	damit
1671	ch
1672	beziehen
1673	bezeichnen
1674	fahrende
1675	umgebung
1676	hauptsächlich
1677	nähe
1678	badanstalt
1679	lauerzersee
1680	schere
1681	schleifen
1682	haushalten
1683	sterne
1684	vorwand
1685	keines
1686	messer
1687	kleines
1688	baze
1689	erster
1690	linie
1691	sondern
1692	unterhalt
1693	tür
1694	komisch
1695	gefunden
1696	misstrauisch
1697	normal
1698	sorten
1699	eingefl
1700	eingefleischte
1701	geschlechter
1702	graf
1703	gerzunehr
1704	hauser
1705	betrunken
1706	friedlich
1707	gewalttätig
1708	gegenannt
1709	polizei
1710	gewisse
1711	original
1712	gekannt
1713	gutes
1714	verhältnis
1715	probleme
1716	geduldet
1717	teilweise
1718	unangenehm
1719	aufgefallen
1720	lassen
1721	betrinken
1722	wills
1723	überal
1724	schnaps
1725	bettelt
1726	ausfällig
1727	dreissigerjahre
1728	wirtschaftskrise
1729	vielen
1730	orten
1731	innerschweiz
1732	anstellung
1733	arbeitslosenzeit
1734	krisenzeit
1735	voll
1736	bauerndorf
1737	ländliche
1738	bauernbetrieben
1739	mittelstand
1740	ver
1741	handwerkerbetrieben
1742	kantonshauptort
1743	beamtin
1744	steuerverwaltung
1745	sekretären
1746	alter
1747	bundesarchive
1748	bundesbrief
1749	aufbewart
1750	is
1751	neuer
1752	gezügelt
1753	wichtig
1754	urschweiz
1755	eingebildet
1756	ereignis
1757	regierungsvertretung
1758	obwohl
1759	freske
1760	bundesarchiv
1761	modern
1762	einverstanden
1763	anschlag
1764	studenten
1765	kollegin
1766	verun
1767	dulden
1768	moderne
1769	art
1770	maler
1771	danjot
1772	urnerland
1773	fresken
1774	irgendeinest
1775	plakat
1776	gehangen
1777	gerühmt
1778	danijott
1779	graus
1780	sapperländern
1781	heldenhaft
1782	verschenkten
1783	freundschaft
1784	weckten
1785	antwort
1786	grund
1787	panfleht
1788	aufgehängt
1789	sechsunddreissig
1790	zehnjährig
1791	blein
1792	umzug
1793	archive
1794	neuen
1795	durchgeführt
1796	heldensage
1797	winkelried
1798	gegolten
1799	patriotisch
1800	instruiert
1801	wollte
1802	aufgeklärt
1803	geschichte
1804	hauptfa
1805	beine
1806	grössere
1807	fächer
1808	herrenhäuser
1809	patrizierhäuser
1810	vonatlingen
1811	kriegszüge
1812	finanziert
1813	innerschweizer
1814	beispiel
1815	gefühlt
1816	zuerste
1817	schriften
1818	reicht
1819	schönen
1820	saal
1821	ansprechsbar
1822	gebei
1823	polizeigebäude
1824	untergebracht
1825	blakt
1826	ben
1827	gemeindebürger
1828	kantonsbürger
1829	kantonen
1830	zeigt
1831	erniedrigend
1832	speziell
1833	erwähnen
1834	berne
1835	stimme
1836	anonim
1837	stimmen
1838	rathaus
1839	ringsumen
1840	landamann
1841	portre
1842	waffen
1843	präsentiert
1844	loch
1845	lokalga
1846	historisches
1847	anonims
1848	graben
1849	katholischkonservativ
1850	liberal
1851	reformiert
1852	katholisch
1853	spürbar
1854	einzigen
1855	reformierten
1856	nachteil
1857	erlitten
1858	politisch
1859	klar
1860	sch
1861	genannten
1862	freisinnige
1863	liberale
1864	eingestuft
1865	abspaltung
1866	christlichsozial
1867	sp
1868	verschwindend
1869	kreis
1870	toleriert
1871	jeder
1872	diskriminierung
1873	religiös
1874	pragt
1875	jeden
1876	frühmesse
1877	schülermesse
1878	ersch
1879	kollegen
1880	masse
1881	einfluss
1882	religiosität
1883	professoren
1884	geistlichen
1885	stand
1886	nachträglich
1887	umgewandelt
1888	kantonsschule
1889	weltliche
1890	meint
1891	prägt
1892	ausgewirkt
1893	k
1894	auskunft
1895	grundsätzen
1896	grundsatz
1897	nennen
1898	nebenander
1899	aufgewachsen
1900	figur
1901	sottige
1902	beitgang
1903	gewalfahrtet
1904	stücke
1905	hälfte
1906	davon
1907	südostbahn
1908	bitgang
1909	religiöse
1910	genannte
1911	flurprozession
1912	gedähenn
1913	feldfrüchte
1914	felder
1915	geistlichkeit
1916	verschiedene
1917	stationen
1918	gebet
1919	weiterzogen
1920	papst
1921	autorität
1922	fronleichnahmsprozession
1923	dorfchreis
1924	verschiedenen
1925	regierung
1926	aufgemarschiert
1927	vereine
1928	schwinger
1929	ihrem
1930	fahnen
1931	gesellenverein
1932	kolpingsverein
1933	gründer
1934	karl
1935	adolf
1936	kolping
1937	schumachergesell
1938	not
1939	gesellen
1940	geschart
1941	gegründet
1942	zirka
1943	sektionen
1944	eigene
1945	häuser
1946	weltweit
1947	raum
1948	österreich
1949	ungarn
1950	rumas
1951	mänien
1952	polen
1953	familienverein
1954	ziel
1955	rechten
1956	christ
1957	staatsmann
1958	tragende
1959	seulen
1960	aufgebaut
1961	sektion
1962	neunzehnhundert
1963	dreiundvierzig
1964	krankenkassen
1965	nommen
1966	jugendliche
1967	familienkrankenkasse
1968	irgendwann
1969	darüber
1970	diskutiert
1971	angeschafft
1972	hitlerrede
1973	hitlerfreundlich
1974	anpasser
1975	umhingeredet
1976	vorwar
1977	verhaltener
1978	spezielllie
1979	geschäftsleute
1980	darunter
1981	sympathisanten
1982	sympathisiert
1983	vermutet
1984	geäussert
1985	eigendwann
1986	bevor
1987	reduit
1988	geschützt
1989	grenze
1990	grenzkantonen
1991	sicherheit
1992	gewiegt
1993	redwein
1994	redwi
1995	erstens
1996	vierte
1997	armeegegors
1998	vorsteher
1999	oberst
2000	gorkommandanten
2001	labar
2002	schulkinder
2003	hotel
2004	rösslein
2005	residiert
2006	büro
2007	vierten
2008	armeegegor
2009	schulzimmer
2010	belegt
2011	beschützt
2012	jugendlichen
2013	überlegt
2014	passieren
2015	zweiten
2016	september
2017	mögen
2018	gemeindekanzlei
2019	couwer
2020	töffnet
2021	geöffnet
2022	offizielle
2023	telegramm
2024	mobilmachungsplakate
2025	darin
2026	persönlich
2027	leere
2028	zellen
2029	eingeschrieben
2030	öffentlichen
2031	plätze
2032	plakate
2033	angeschlagen
2034	mitgegangen
2035	stauch
2036	gebäude
2037	rings
2038	praktisch
2039	tragweite
2040	verändert
2041	veranderung
2042	anpflanzen
2043	achten
2044	festtag
2045	feiertag
2046	ehrenkompanie
2047	empfangen
2048	archivestiegen
2049	stehen
2050	trachtenmädchen
2051	erstes
2052	begrüssen
2053	tritt
2054	üben
2055	richtigen
2056	herhingestanden
2057	nervös
2058	kribel
2059	begrüsst
2060	neunzehnneununddreissig
2061	klassenkameraden
2062	beneidet
2063	gehänselt
2064	trachtemeitsche
2065	mündchen
2066	nume
2067	guisõõ
2068	oberfefehlshaber
2069	let
2070	vorherige
2071	ulrich
2072	wille
2073	vierzehn
2074	guiisõ
2075	beigemessen
2076	villa
2077	ursprünglich
2078	nachhingeredet
2079	neutral
2080	welschen
2081	uniform
2082	angehabt
2083	schliesslich
2084	nötig
2085	verteidigung
2086	zusammengesetzt
2087	mag
2088	ve
2089	vereidigung
2090	einrückungstag
2091	feld
2092	versammelt
2093	treueeid
2094	geschworen
2095	erlebnis
2096	zulugen
2097	weggezogen
2098	unterstand
2099	stellungen
2100	rücken
2101	abhingelaufen
2102	miltär
2103	waffengattung
2104	artillerie
2105	mitreiieur
2106	ross
2107	kanonen
2108	imposant
2109	miterleben
2110	bewusst
2111	zumnen
2112	einsatz
2113	bedeutet
2114	bauer
2115	landwirtschaftsbetrieben
2116	pflichtangebot
2117	bewältigen
2118	ausserhalb
2119	landwirtschaftsbereich
2120	stück
2121	verfügung
2122	gestellt
2123	pflanzen
2124	benützt
2125	pflanzt
2126	erle
2127	rhein
2128	einbach
2129	pachten
2130	schulmass
2131	mithelfen
2132	lehrmeister
2133	abwechslungsweise
2134	wald
2135	stecken
2136	hauen
2137	tafel
2138	chefel
2139	hinterdorf
2140	küchleinbunkern
2141	küchleinwirtschaft
2142	impolt
2143	umgebaut
2144	militärunterkunft
2145	geküchleinbunkern
2146	nöhe
2147	pflanzland
2148	bitz
2149	anstatt
2150	betrieb
2151	woche
2152	beieinander
2153	unterstaufen
2154	oberstaufen
2155	zusammengewesen
2156	durchgeschleusst
2157	gedanken
2158	neu
2159	meisten
2160	eindruck
2161	denkmal
2162	wehrhafte
2163	gros
2164	soll
2165	brõõssefigur
2166	areal
2167	kittel
2168	anzieht
2169	wehrbereitschaft
2170	model
2171	eff
2172	bevölkerung
2173	kurze
2174	glaub
2175	geschlossen
2176	patriotische
2177	vermittelt
2178	übergeschlagen
2179	soldat
2180	wehrbereitschafts
2181	statue
2182	verteidigen
2183	goldau
2184	abhin
2185	brunnen
2186	vierwaldstättersee
2187	rütli
2188	beziehungpunkte
2189	inmnen
2190	öffentliche
2191	stadt
2192	extratommenge
2193	herhingeführt
2194	ausstellung
2195	geschleust
2196	durchgeschleust
2197	solches
2198	erfahren
2199	grosstadt
2200	schulspaziergang
2201	natür
2202	naturtierpark
2203	goldauch
2204	alputten
2205	begrenzten
2206	schulzeit
2207	lu
2208	pflicht
2209	angebaut
2210	gerne
2211	film
2212	schwarzen
2213	tanner
2214	teil
2215	drehnt
2216	dialekt
2217	muotathal
2218	see
2219	anbauen
2220	hügeligen
2221	gland
2222	ertrage
2223	zwungen
2224	kriegswirtschaftsamt
2225	befohlen
2226	je
2227	parzellegrösse
2228	gewisses
2229	reklamiert
2230	landwirtschaftsbetrieb
2231	aufgeboten
2232	bauernbetriebe
2233	schmeissen
2234	belastung
2235	schwarzhandel
2236	kwellen
2237	bauernbetrieb
2238	bezogen
2239	sowieso
2240	grossbetrieb
2241	durchwanderer
2242	zuteilung
2243	normalbezüger
2244	anbau
2245	gemeindewischküche
2246	wischküche
2247	wisch
2248	erledigen
2249	militärküche
2250	bereits
2251	vorhanden
2252	nötigen
2253	herden
2254	militärzeit
2255	abgelaufen
2256	gewechselt
2257	reste
2258	hörnlich
2259	reis
2260	linse
2261	zucker
2262	verph
2263	verkauft
2264	kompaniekassen
2265	gra
2266	märklein
2267	mahlzeitenkarte
2268	jedes
2269	coupon
2270	unterwegs
2271	entsprechend
2272	quantum
2273	unruhe
2274	steinen
2275	herbst
2276	neunzehnhundertzweiundvierzig
2277	steiner
2278	naufer
2279	sennerei
2280	schweinerhaltung
2281	mauli
2282	zusätzlich
2283	mengen
2284	umhingeschlagen
2285	gehandelt
2286	geheimen
2287	anprangert
2288	begezogen
2289	rechschaft
2290	ziehen
2291	licht
2292	aushingekommen
2293	fünftausend
2294	kilo
2295	hir
2296	heiss
2297	wagenladung
2298	verschieben
2299	deklariert
2300	bücher
2301	kontrollieren
2302	polizist
2303	abgemacht
2304	stauffacher
2305	kapellen
2306	zwischen
2307	steine
2308	geläuten
2309	angetreten
2310	dreihundert
2311	eingang
2312	verwehrt
2313	verprügelt
2314	krankenhaus
2315	dorfpolizist
2316	darausmachen
2317	verstärkung
2318	angefordert
2319	rache
2320	bürotür
2321	eindrückt
2322	richtung
2323	verschiedenes
2324	landwirtschaftsdirektor
2325	untereinander
2326	verbindung
2327	aufgenommen
2328	aufmarschiert
2329	militärisch
2330	belagert
2331	gartenhäuslein
2332	nest
2333	maschinengewehr
2334	versucht
2335	weitergreift
2336	ausicherheit
2337	frieden
2338	gefährdet
2339	eindamme
2340	aufge
2341	diktiert
2342	explodiert
2343	freiheitswillen
2344	ausdruck
2345	verrückte
2346	verrückt
2347	neunzehnhundertvierzehnachtzehn
2348	streik
2349	verhindern
2350	zürcher
2351	dienstbüchlein
2352	speziellen
2353	stampfel
2354	ordnungsdienst
2355	stampelein
2356	eintrag
2357	schlimmsten
2358	betriebsinhaber
2359	nufer
2360	verhaftet
2361	abgeführt
2362	aarau
2363	ar
2364	aargau
2365	gefängnis
2366	weger
2367	renwollte
2368	verstehen
2369	irrigen
2370	dabei
2371	stil
2372	übertrieben
2373	revolte
2374	langt
2375	einiges
2376	alkohol
2377	verwertung
2378	geplagt
2379	kürsch
2380	begriff
2381	kriese
2382	kirsch
2383	brannt
2384	anne
2385	rigoros
2386	unterbunden
2387	alkoholsteuer
2388	aufgeballet
2389	abstimmen
2390	vorlage
2391	abgelehnt
2392	wuchtigem
2393	neinsagerkanton
2394	zusammengeballt
2395	vogt
2396	telefonhauch
2397	telefongespräch
2398	abgehört
2399	auszeug
2400	überkommen
2401	hitlertum
2402	rede
2403	rechte
2404	massiv
2405	berner
2406	vorgegangen
2407	verurteilt
2408	rechenschaft
2409	nötige
2410	unternau
2411	abgegurteilt
2412	strafen
2413	büsst
2414	landwirten
2415	wintersesõ
2416	abverdienen
2417	dienstkollegen
2418	bekannte
2419	verurteilten
2420	verwarr
2421	spittel
2422	straf
2423	absitzen
2424	st
2425	einzelhaft
2426	gruppe
2427	einzelzellen
2428	jasskarte
2429	gegenseitig
2430	unterhalten
2431	stationiert
2432	nachbarort
2433	alarmbereitschaft
2434	zweitausend
2435	lauerz
2436	rothenthurm
2437	paraden
2438	zeigen
2439	versteckter
2440	umstände
2441	präsentieren
2442	bürgerkrieg
2443	innert
2444	kurzer
2445	romõõ
2446	freiburgischen
2447	ähnliches
2448	aufstand
2449	gewehrt
2450	milchkonntagentierung
2451	dazukommen
2452	geschauert
2453	zei
2454	soldatenzwieback
2455	betteln
2456	kommission
2457	nussigipfel
2458	pier
2459	kommissionen
2460	sigaretten
2461	fünfe
2462	zehner
2463	ansprechpartner
2464	lauter
2465	gewunder
2466	nachhingestrichen
2467	amen
2468	bewackiert
2469	häuballen
2470	sack
2471	heu
2472	küngel
2473	dieser
2474	miterverfolgt
2475	stalingrad
2476	naa
2477	grösse
2478	abgestelle
2479	zuhingetan
2480	bild
2481	karte
2482	verfolgt
2483	r
2484	abneigung
2485	juden
2486	pfarrer
2487	heiland
2488	ans
2489	kreuz
2490	hm
2491	thema
2492	nati
2493	derigen
2494	auswärts
2495	we
2496	nöcher
2497	redwilli
2498	gesch
2499	englische
2500	bomber
2501	geflogen
2502	gotthard
2503	gotthardlinie
2504	mailand
2505	turin
2506	last
2507	abgeladen
2508	mitternacht
2509	gefolgen
2510	beispiele
2511	foto
2512	plas
2513	plastik
2514	stoffstoren
2515	abeziehen
2516	verkehr
2517	hellblauem
2518	verdunkelungslampen
2519	büchsen
2520	angebunden
2521	klappert
2522	dorther
2523	weitem
2524	verdunkelt
2525	unheimlich
2526	dunkel
2527	gewalt
2528	kriminalität
2529	basel
2530	geflüchtet
2531	auslandschweizer
2532	verwandte
2533	realisiert
2534	bedroht
2535	fabriken
2536	geliefert
2537	kreisen
2538	maschinenfabrik
2539	elsner
2540	ficktorinox
2541	bajonett
2542	armeemesser
2543	fiktorinox
2544	elsener
2545	schulkollegen
2546	jetzige
2547	jetzigen
2548	patronen
2549	brüder
2550	bajonat
2551	engländer
2552	verfolgungen
2553	kommunisten
2554	nazis
2555	kenntnis
2556	kristallnacht
2557	judenzentrennen
2558	vernichtet
2559	bratals
2560	regime
2561	übernächtler
2562	handwerksburschen
2563	breiten
2564	hosen
2565	hut
2566	eudem
2567	ges
2568	kopf
2569	ach
2570	gott
2571	dummes
2572	spät
2573	überzeugte
2574	nazi
2575	gegenteil
2576	schluss
2577	miterlebt
2578	plötz
2579	neunzehnhundertfünfundvierzig
2580	besonderen
2581	neunten
2582	fünft
2583	abschlusstag
2584	lehrabschlussprüfung
2585	resultat
2586	entgegengenommen
2587	zugleich
2588	glocken
2589	allgemeine
2590	wollten
2591	beruf
2592	aktuell
2593	rationierung
2594	aufgehoben
2595	kriegsende
2596	ganzes
2597	bündele
2598	rationierungskarte
2599	schukarte
2600	seiffekarte
2601	einmachzuckerkarten
2602	grosshaushaltungen
2603	frage
2604	gestört
2605	frauenstimmrecht
2606	nachen
2607	nationalrate
2608	brunnsche
2609	iel
2610	aufgelehnt
2611	mitmischeln
2612	trannt
2613	restaurant
2614	asse
2615	zurückerinnern
2616	wenigen
2617	ausflüge
2618	ramen
2619	sonntagsausflug
2620	nöhere
2621	verwandtenbesuch
2622	ferienreise
2623	obenin
2624	gefangene
2625	längere
2626	weltkrieg
2627	unterschiedliche
2628	meinungen
2629	prallen
2630	angelugt
2631	entscheid
2632	ander
2633	walfahrten
2634	zusammengekommen
2635	angekreide
2636	entscheidung
2637	finden
2638	schlusstrich
2639	grübeln
2640	generation
2641	heutigen
2642	irgendetwas
2643	daraufgekommen
2644	beantworten
2645	bereinigen
2646	erwartet
2647	spannend
2648	soziale
2649	fürsorge
2650	bescheiden
2651	ausgekommen
2652	heimschicken
2653	entschädigung
2654	ausgleich
2655	erwerbsersatz
2656	ahnfauch
2657	trägt
2658	unterstützt
2659	finanziell
2660	vorstellen
2661	ahaval
2662	pensionskasse
2663	durchhinmüssen
2664	heutiger
2665	kesselein
2666	nachgegangen
2667	suppe
2668	gegaggan
2669	suppenanstalt
2670	scheue
2671	kr
2672	winterzeit
2673	entfernt
2674	grösseren
2675	ausmass
2676	abgegeben
2677	bescheides
2678	entgelt
2679	winter
2680	einfacher
2681	jemal
2682	ballet
2683	bali
2684	pule
2685	bale
2686	jugend
2687	essenskultur
2688	schwiniges
2689	kalbs
2690	kuh
2691	nehmender
2692	zuliebe
2693	abgenommen
2694	fleischlosen
2695	tagen
2696	rationiert
2697	hörnerschlitten
2698	kisten
2699	halbe
2700	hängen
2701	rauchken
2702	politikern
2703	beamte
2704	täg
2705	umgangen
2706	schoggi
2707	ei
2708	gramm
2709	butter
2710	pfund
2711	nachdem
2712	rationierungskarten
2713	verzelle
2714	beamten
2715	gebiet
2716	lanschaden
2717	landschaden
2718	begutachten
2719	angemessen
2720	zw
2721	zweit
2722	alpen
2723	laufen
2724	autofahren
2725	tschip
2726	vorbeikommen
2727	kämen
2728	dummerweise
2729	beachtung
2730	geschenkt
2731	fleischlos
2732	fla
2733	flei
2734	feischlos
2735	herrensitzen
2736	bauernwirtschaft
2737	bauerngaststuben
2738	schockiert
2739	überkommt
2740	wakir
2741	zugepackt
2742	zuhinsitzen
2743	regeln
2744	gehalten
2745	danke
2746	fürs
2747	gespräch
2748	bitte
2749	geschehen
2750	müssten
2751	einerseits
2752	stum
2753	sekunden
2754	kamera
2755	lässt
2756	direkt
2757	brüllen
2758	spiegelt
2759	nofember
2760	kilofünfhundertgramm
2761	siebenhundertfünfzig
2762	teigwaren
2763	zweihundertfünfzig
2764	hülsenfrüchte
2765	hafer
2766	gerstenprodukt
2767	merze
2768	neunzehnhundertachtundvierzig
2769	achtundvierzig
2770	grosszügiger
2771	liter
2772	brotkarte
2773	speziellbezug
2774	textilkarte
2775	blende
2776	einlösen
2777	offiziell
2778	kraft
2779	treten
2780	kompliziert
2781	all
2782	dinge
2783	abrechnen
2784	bogen
2785	aufkleben
2786	fünfhundert
2787	entsprochen
2788	kilopreis
2789	läden
2790	legerer
2791	dank
2792	grosshaushalt
2793	vermehrt
2794	gupõõ
2795	filmen
2796	nochmal
2797	filme
2798	ungehenkt
2799	mobilisation
2800	aufstehen
2801	bef
2802	befehl
2803	kriegsmobilmachung
2804	ausgerufen
2805	schulhäusern
2806	blakadushanigstellen
2807	dabeigewesen
2808	anemachen
2809	umlegende
2810	wieso
2811	besitz
2812	orriginalblakat
2813	deponiert
2814	privatbesitz
2815	sainzigen
2816	aufbehalten
2817	marsse
2818	länger
2819	februar
2820	april
2821	gupon
2822	höris
2823	hörender
2824	abgestellt
2825	giz
2826	tönt
2827	merlin
2828	id
2829	kloster
2830	chara
2831	eier
2832	jetztetera
2833	abgeliefert
2834	vielle
2835	schwarzhandu
2836	tribe
2837	worde
2838	deine
2839	eltere
2840	zimmermann
2841	muater
2842	ide
2843	bueb
2844	fabrikarbeiter
2845	stalmagazin
2846	stallmagazin
2847	werkzeugausgabe
2848	verantwortlich
2849	verzählmans
2850	frühner
2851	aufm
2852	ausse
2853	telefon
2854	freisinnigebetreib
2855	derung
2856	katholischkonservati
2857	entschuldigung
2858	ah
2859	katholischkonservative
2860	rolle
2861	vorwärts
2862	kan
2863	solothurn
2864	kultur
2865	spezielle